family,Month,Average_Sales,Product_Average_Sales,Seasonal_Index
BEVERAGES,10,2493.18458781362,2385.7931512272366,1.0450128866080204
BEVERAGES,11,2618.4768518518517,2385.7931512272366,1.0975288660313758
BEVERAGES,12,2876.911728395062,2385.7931512272366,1.2058512813297317
BOOKS,1,0.09247311827956989,0.07079704407495381,1.3061720229684635
BOOKS,2,0.07210401891252956,0.07079704407495381,1.0184608673236701
BOOKS,3,0.056391875746714455,0.07079704407495381,0.7965286755053163
BOOKS,4,0.03185185185185185,0.07079704407495381,0.44990369680024855
BOOKS,5,0.01816009557945042,0.07079704407495381,0.25650923448476287
BOOKS,6,0.007407407407407408,0.07079704407495381,0.10462876669773222
BOOKS,7,0.005495818399044205,0.07079704407495381,0.07762779464670455
BOOKS,8,0.0010658140154543032,0.07079704407495381,0.015054498805429096
BOOKS,9,0.0,0.07079704407495381,0.0
BOOKS,10,0.2662783751493429,0.07079704407495381,3.761151028670495
BOOKS,11,0.20200617283950617,0.07079704407495381,2.8533136584860723
BOOKS,12,0.15848765432098766,0.07079704407495381,2.2386196541368957
BREAD/BAKERY,1,447.3002869241338,463.3362538089316,0.9653902176810653
BREAD/BAKERY,2,441.85994907210403,463.3362538089316,0.9536485553196451
BREAD/BAKERY,3,462.1166781099164,463.3362538089316,0.9973678388233395
BREAD/BAKERY,4,453.64494318074077,463.3362538089316,0.9790836340810334
BREAD/BAKERY,5,477.7378497996416,463.3362538089316,1.0310823853568964
BREAD/BAKERY,6,476.27366133530865,463.3362538089316,1.0279222862878157
BREAD/BAKERY,7,470.18399248315416,463.3362538089316,1.0147791989466173
BREAD/BAKERY,8,465.9676859152678,463.3362538089316,1.0056793140720246
BREAD/BAKERY,9,483.86552979876546,463.3362538089316,1.0443075106276913
BREAD/BAKERY,10,463.2036683004779,463.3362538089316,0.9997138460300402
BREAD/BAKERY,11,458.9616660200617,463.3362538089316,0.9905585031326432
BREAD/BAKERY,12,460.28888394845677,463.3362538089316,0.9934229842033223
CELEBRATION,1,7.658303464755078,8.370469341075042,0.914919242004117
CELEBRATION,2,5.591673233517205,8.370469341075042,0.6680238593167168
CELEBRATION,3,8.149581839904421,8.370469341075042,0.9736110972790145
CELEBRATION,4,5.6322222222222225,8.370469341075042,0.6728681502462633
CELEBRATION,5,5.421385902031063,8.370469341075042,0.64768003813449
CELEBRATION,6,8.231111111111112,8.370469341075042,0.9833512047789148
CELEBRATION,7,10.340501792114695,8.370469341075042,1.2353550763721735
CELEBRATION,8,7.632427391420197,8.370469341075042,0.9118278892638467
CELEBRATION,9,10.542283950617284,8.370469341075042,1.2594615093905008
CELEBRATION,10,10.890382317801672,8.370469341075042,1.301047990745402
CELEBRATION,11,9.874537037037037,8.370469341075042,1.1796873788882218
CELEBRATION,12,12.27746913580247,8.370469341075042,1.4667599432633058
CLEANING,1,1067.4853046594983,1072.4167436438813,0.9954015647241511
CLEANING,2,1061.2236669293407,1072.4167436438813,0.9895627546092682
CLEANING,3,1065.4339307048986,1072.4167436438813,0.9934887132447631
CLEANING,4,1074.97987654321,1072.4167436438813,1.0023900530409657
CLEANING,5,1089.432616487455,1072.4167436438813,1.0158668474214203
CLEANING,6,1047.5546913580247,1072.4167436438813,0.9768167995947361
CLEANING,7,1086.999522102748,1072.4167436438813,1.0135980518257455
CLEANING,8,1025.9363176125767,1072.4167436438813,0.9566582428829185
CLEANING,9,1047.4118827160494,1072.4167436438813,0.976683634346411
CLEANING,10,1027.8738052568697,1072.4167436438813,0.9584648984165777
CLEANING,11,1045.7640432098765,1072.4167436438813,0.9751470679733667
CLEANING,12,1239.5416666666667,1072.4167436438813,1.155839531612426
DAIRY,1,683.7835125448029,709.1548891528108,0.9642230815917835
DAIRY,2,678.202390333596,709.1548891528108,0.9563529783229837
DAIRY,3,725.8657108721625,709.1548891528108,1.0235644172732352
DAIRY,4,719.5530864197531,709.1548891528108,1.014662801351288
DAIRY,5,732.2749103942652,709.1548891528108,1.0326022165186997
DAIRY,6,717.2935802469136,709.1548891528108,1.0114766057720135
DAIRY,7,696.384109916368,709.1548891528108,0.9819915515893863
DAIRY,8,655.1345590194511,709.1548891528108,0.9238243563435135
DAIRY,9,666.7324074074074,709.1548891528108,0.9401788207424147
DAIRY,10,671.8376642771804,709.1548891528108,0.9473778924090739
DAIRY,11,738.9802469135802,709.1548891528108,1.042057607184236
DAIRY,12,833.903549382716,709.1548891528108,1.1759117255455092
DELI,1,255.4100620879331,265.13506717655275,0.9633205626393291
DELI,2,258.14209868689255,265.13506717655275,0.9736248827281545
DELI,3,263.49465897706096,265.13506717655275,0.9938129338492994
DELI,4,264.12232999753087,265.13506717655275,0.9961802971224946
DELI,5,272.8454420602151,265.13506717655275,1.029080932091597
DELI,6,267.0964918271605,265.13506717655275,1.0073978318729964
DELI,7,264.34996597753883,265.13506717655275,0.9970388632202652
DELI,8,259.9761781360245,265.13506717655275,0.980542411475533
DELI,9,263.3019885725309,265.13506717655275,0.9930862461026281
DELI,10,256.820396791816,265.13506717655275,0.9686398692059845
DELI,11,263.1476629506173,265.13506717655275,0.9925041819360242
DELI,12,296.289148166358,265.13506717655275,1.117502680130425
EGGS,1,163.7279569892473,171.4205155274039,0.9551246330435471
EGGS,2,164.8555292881534,171.4205155274039,0.9617024472301218
EGGS,3,172.25782556750298,171.4205155274039,1.0048845381051559
EGGS,4,170.37975308641975,171.4205155274039,0.9939286004491232
EGGS,5,174.34348864994027,171.4205155274039,1.0170514778440805
EGGS,6,172.3995061728395,171.4205155274039,1.0057110471428905
EGGS,7,169.76559139784945,171.4205155274039,0.9903458222345045
EGGS,8,167.64814814814815,171.4205155274039,0.9779934894744108
EGGS,9,172.04367283950617,171.4205155274039,1.003635255151258
EGGS,10,175.8321385902031,171.4205155274039,1.0257356772567514
EGGS,11,177.5922839506173,171.4205155274039,1.0360036743806593
EGGS,12,179.44444444444446,171.4205155274039,1.0468084516742562
FROZEN FOODS,1,118.05602821250896,154.76695390066092,0.7627986804488294
FROZEN FOODS,2,114.76242237333858,154.76695390066092,0.7415176139410242
FROZEN FOODS,3,115.32654552401434,154.76695390066092,0.7451625984577954
FROZEN FOODS,4,116.86345654592591,154.76695390066092,0.7550930841537151
FROZEN FOODS,5,121.56984440943847,154.76695390066092,0.7855025982321108
FROZEN FOODS,6,121.4423950728395,154.76695390066092,0.7846791063083712
FROZEN FOODS,7,120.27787299874552,154.76695390066092,0.7771547476210416
FROZEN FOODS,8,113.8408166907807,154.76695390066092,0.7355628176532494
FROZEN FOODS,9,113.0191723638889,154.76695390066092,0.7302539044377112
FROZEN FOODS,10,114.85167889889487,154.76695390066092,0.7420943295983834
FROZEN FOODS,11,127.62106990875,154.76695390066092,0.8246015489241014
FROZEN FOODS,12,634.1430430635803,154.76695390066092,4.097405984165152
GROCERY I,1,3420.248129510155,3776.9721000043983,0.9055529241283441
GROCERY I,2,3542.2904307853955,3776.9721000043983,0.9378651303199381
GROCERY I,3,3701.5353185185186,3776.9721000043983,0.9800271806387472
GROCERY I,4,3904.6014080246914,3776.9721000043983,1.0337914352134463
GROCERY I,5,3819.4915721624848,3776.9721000043983,1.011257555267098
GROCERY I,6,3739.1686095061727,3776.9721000043983,0.9899910591083844
GROCERY I,7,3726.0569414575866,3776.9721000043983,0.9865195830949474
GROCERY I,8,3646.7825523581137,3776.9721000043983,0.965530709732769
GROCERY I,9,3594.1138538580244,3776.9721000043983,0.951586021473084
GROCERY I,10,3685.3427991338112,3776.9721000043983,0.9757400111929658
GROCERY I,11,3818.7259975308643,3776.9721000043983,1.0110548599303706
GROCERY I,12,4896.083707870371,3776.9721000043983,1.2962986165200079
GROCERY II,1,18.882915173237755,21.58404812175596,0.8748551275793554
GROCERY II,2,19.01444707118466,21.58404812175596,0.8809490677524373
GROCERY II,3,19.80800477897252,21.58404812175596,0.9177150026369127
GROCERY II,4,20.709382716049383,21.58404812175596,0.9594763039457392
GROCERY II,5,23.102986857825567,21.58404812175596,1.0703732093025946
GROCERY II,6,22.67827160493827,21.58404812175596,1.0506959341922228
GROCERY II,7,21.922700119474314,21.58404812175596,1.0156899204360559
GROCERY II,8,20.554756195043964,21.58404812175596,0.9523123780624588
GROCERY II,9,19.775308641975307,21.58404812175596,0.9162001738701877
GROCERY II,10,19.24462365591398,21.58404812175596,0.8916132667678811
GROCERY II,11,19.587962962962962,21.58404812175596,0.907520352645016
GROCERY II,12,35.12700617283951,21.58404812175596,1.6274521801789685
HARDWARE,1,1.0351254480286738,1.1378332013723937,0.909733910717459
HARDWARE,2,1.1191226687680589,1.1378332013723937,0.9835559969758597
HARDWARE,3,1.1991636798088412,1.1378332013723937,1.0539011151744155
HARDWARE,4,1.1403703703703705,1.1378332013723937,1.0022298250700687
HARDWARE,5,1.1028673835125449,1.1378332013723937,0.9692698210795089
HARDWARE,6,1.0812345679012345,1.1378332013723937,0.9502575303630681
HARDWARE,7,1.1628434886499404,1.1378332013723937,1.0219806270790661
HARDWARE,8,1.123767652544631,1.1378332013723937,0.9876383033903408
HARDWARE,9,1.1415123456790124,1.1378332013723937,1.003233465416707
HARDWARE,10,1.0200119474313023,1.1378332013723937,0.8964512076119929
HARDWARE,11,1.227006172839506,1.1378332013723937,1.0783708643407106
HARDWARE,12,1.3388888888888888,1.1378332013723937,1.1767004928964917
HOME AND KITCHEN I,1,24.079569892473117,20.470341778833465,1.1763149903716619
HOME AND KITCHEN I,2,16.69083267664828,20.470341778833465,0.8153665853252517
HOME AND KITCHEN I,3,19.554241338112305,20.470341778833465,0.955247428175898
HOME AND KITCHEN I,4,15.719135802469136,20.470341778833465,0.7678980630759609
HOME AND KITCHEN I,5,16.628673835125447,20.470341778833465,0.8123300536349451
HOME AND KITCHEN I,6,17.389135802469134,20.470341778833465,0.8494795050490888
HOME AND KITCHEN I,7,23.77443249701314,20.470341778833465,1.1614086737719318
HOME AND KITCHEN I,8,14.914734878763655,20.470341778833465,0.7286021425487696
HOME AND KITCHEN I,9,20.506635802469138,20.470341778833465,1.0017730052594043
HOME AND KITCHEN I,10,22.542712066905615,20.470341778833465,1.1012376984450256
HOME AND KITCHEN I,11,22.28009259259259,20.470341778833465,1.0884084317356355
HOME AND KITCHEN I,12,34.36527777777778,20.470341778833465,1.6787837813881454
HOME AND KITCHEN II,1,15.690083632019116,16.722420163631565,0.9382663202149647
HOME AND KITCHEN II,2,15.7123719464145,16.722420163631565,0.9395991604484529
HOME AND KITCHEN II,3,16.510752688172044,16.722420163631565,0.9873422941542959
HOME AND KITCHEN II,4,14.596666666666666,16.722420163631565,0.8728800331432854
HOME AND KITCHEN II,5,16.600358422939067,16.722420163631565,0.9927007132043028
HOME AND KITCHEN II,6,16.88567901234568,16.722420163631565,1.0097628720673564
HOME AND KITCHEN II,7,17.91242532855436,16.722420163631565,1.0711622572138724
HOME AND KITCHEN II,8,14.216360245137224,16.722420163631565,0.8501377256418543
HOME AND KITCHEN II,9,15.408950617283951,16.722420163631565,0.9214545781355149
HOME AND KITCHEN II,10,22.300029868578257,16.722420163631565,1.3335408182768336
HOME AND KITCHEN II,11,14.6625,16.722420163631565,0.8768168636193256
HOME AND KITCHEN II,12,21.10246913580247,16.722420163631565,1.2619267384332784
HOME APPLIANCES,1,0.46093189964157705,0.45747558722618104,1.0075551843899535
HOME APPLIANCES,2,0.5076175466246389,0.45747558722618104,1.109605759954284
HOME APPLIANCES,3,0.6140979689366786,0.45747558722618104,1.342362272619067
HOME APPLIANCES,4,0.5812345679012346,0.45747558722618104,1.2705258687691805
HOME APPLIANCES,5,0.5707287933094385,0.45747558722618104,1.2475612016150357
HOME APPLIANCES,6,0.4032098765432099,0.45747558722618104,0.881380095029767
HOME APPLIANCES,7,0.3040621266427718,0.45747558722618104,0.6646521369290906
HOME APPLIANCES,8,0.41020516919797495,0.45747558722618104,0.8966711681494929
HOME APPLIANCES,9,0.399537037037037,0.45747558722618104,0.8733516021249489
HOME APPLIANCES,10,0.3817204301075269,0.45747558722618104,0.8344061208206068
HOME APPLIANCES,11,0.34089506172839507,0.45747558722618104,0.745165580955586
HOME APPLIANCES,12,0.46435185185185185,0.45747558722618104,1.0150308886805606
HOME CARE,1,171.08387096774194,176.19802938330255,0.9709749397682806
HOME CARE,2,115.29813501444707,176.19802938330255,0.6543667679939066
HOME CARE,3,166.96702508960573,176.19802938330255,0.9476100593973408
HOME CARE,4,128.2604938271605,176.19802938330255,0.727933758828492
HOME CARE,5,163.72138590203107,176.19802938330255,0.9291896536814853
HOME CARE,6,161.88111111111112,176.19802938330255,0.9187452985580997
HOME CARE,7,231.01696535244923,176.19802938330255,1.3111211638462377
HOME CARE,8,158.0435651478817,176.19802938330255,0.896965565965965
HOME CARE,9,207.9466049382716,176.19802938330255,1.18018689349756
HOME CARE,10,204.17488052568697,176.19802938330255,1.1587807266647878
HOME CARE,11,206.31589506172838,176.19802938330255,1.170931909873448
HOME CARE,12,219.66358024691357,176.19802938330255,1.2466857944764849
LADIESWEAR,1,7.081362007168459,7.16062945368171,0.9889301007647456
LADIESWEAR,2,4.5064355135277125,7.16062945368171,0.6293351084115494
LADIESWEAR,3,6.9007168458781365,7.16062945368171,0.9637025474527331
LADIESWEAR,4,4.681111111111111,7.16062945368171,0.6537289970652329
LADIESWEAR,5,5.063201911589008,7.16062945368171,0.7070889429958859
LADIESWEAR,6,7.129135802469135,7.16062945368171,0.9956018320154268
LADIESWEAR,7,9.408243727598567,7.16062945368171,1.3138850136647167
LADIESWEAR,8,6.079536370903277,7.16062945368171,0.8490226187835236
LADIESWEAR,9,9.579475308641975,7.16062945368171,1.3377979367046553
LADIESWEAR,10,8.85125448028674,7.16062945368171,1.2361000576193448
LADIESWEAR,11,8.745061728395061,7.16062945368171,1.221269971440667
LADIESWEAR,12,9.164197530864197,7.16062945368171,1.2798033455218565
LAWN AND GARDEN,1,5.759498207885304,6.035475499252222,0.9542741427082074
LAWN AND GARDEN,2,7.0522721302863145,6.035475499252222,1.1684700122070035
LAWN AND GARDEN,3,6.311111111111111,6.035475499252222,1.0456692454294678
LAWN AND GARDEN,4,6.134691358024692,6.035475499252222,1.0164387808027326
LAWN AND GARDEN,5,7.631302270011948,6.035475499252222,1.2644077953688064
LAWN AND GARDEN,6,6.621234567901235,6.035475499252222,1.0970526793989284
LAWN AND GARDEN,7,6.570967741935484,6.035475499252222,1.0887241183813285
LAWN AND GARDEN,8,5.390087929656275,6.035475499252222,0.8930676514756942
LAWN AND GARDEN,9,4.210802469135802,6.035475499252222,0.6976753479750699
LAWN AND GARDEN,10,4.411290322580645,6.035475499252222,0.7308935846276223
LAWN AND GARDEN,11,4.338888888888889,6.035475499252222,0.7188976062327591
LAWN AND GARDEN,12,7.179166666666666,6.035475499252222,1.1894947908505542
LINGERIE,1,7.164396654719235,7.182128090085334,0.9975311724959937
LINGERIE,2,7.201602311531389,7.182128090085334,1.0027114834491657
LINGERIE,3,6.5764635603345285,7.182128090085334,0.9156706031758326
LINGERIE,4,7.130740740740741,7.182128090085334,0.9928451082046933
LINGERIE,5,7.801433691756272,7.182128090085334,1.0862287046266783
LINGERIE,6,6.745679012345679,7.182128090085334,0.9392312317094209
LINGERIE,7,6.775866188769415,7.182128090085334,0.9434343280682018
LINGERIE,8,7.5630162536637355,7.182128090085334,1.0530327722926862
LINGERIE,9,7.981327160493827,7.182128090085334,1.1112760814600005
LINGERIE,10,7.165621266427718,7.182128090085334,0.9977016806926065
LINGERIE,11,6.539351851851852,7.182128090085334,0.9105033730711638
LINGERIE,12,7.718518518518518,7.182128090085334,1.07468405209504
"LIQUOR,WINE,BEER",1,69.57514934289128,85.18782440397642,0.816726449227686
"LIQUOR,WINE,BEER",2,84.33241397425795,85.18782440397642,0.9899585364962256
"LIQUOR,WINE,BEER",3,81.2715651135006,85.18782440397642,0.9540279456850055
"LIQUOR,WINE,BEER",4,78.12481481481481,85.18782440397642,0.9170889779310772
"LIQUOR,WINE,BEER",5,79.84647550776583,85.18782440397642,0.9372991512157779
"LIQUOR,WINE,BEER",6,84.49481481481482,85.18782440397642,0.991864922082348
"LIQUOR,WINE,BEER",7,83.23237753882916,85.18782440397642,0.9770454653722089
"LIQUOR,WINE,BEER",8,80.0255795363709,85.18782440397642,0.9394016116302583
"LIQUOR,WINE,BEER",9,70.216512345679,85.18782440397642,0.8242552599148362
"LIQUOR,WINE,BEER",10,76.79405615292713,85.18782440397642,0.9014675124082933
"LIQUOR,WINE,BEER",11,79.42993827160494,85.18782440397642,0.9324095177608185
"LIQUOR,WINE,BEER",12,165.9202160493827,85.18782440397642,1.9476987141091706
MAGAZINES,1,2.349462365591398,2.9290819917304476,0.802115602166322
MAGAZINES,2,2.746913580246914,2.9290819917304476,0.9378069948202741
MAGAZINES,3,2.6584229390681005,2.9290819917304476,0.9075959452734723
MAGAZINES,4,3.0597530864197533,2.9290819917304476,1.0446116206573335
MAGAZINES,5,2.957347670250896,2.9290819917304476,1.0096500127344505
MAGAZINES,6,2.6353086419753087,2.9290819917304476,0.8997046342217334
MAGAZINES,7,3.0982078853046593,2.9290819917304476,1.0577402387682209
MAGAZINES,8,2.462430055955236,2.9290819917304476,0.8406832116367209
MAGAZINES,9,2.317438271604938,2.9290819917304476,0.7911824517537108
MAGAZINES,10,3.6833930704898448,2.9290819917304476,1.2575247401366747
MAGAZINES,11,3.173611111111111,2.9290819917304476,1.0834831937347715
MAGAZINES,12,4.318518518518519,2.9290819917304476,1.4743590417444128
MEATS,1,331.2537210703704,341.84996485522674,0.9690032327797843
MEATS,2,334.86050647741,341.84996485522674,0.9795540175621291
MEATS,3,333.08019682437276,341.84996485522674,0.9743461490933077
MEATS,4,331.92281724356786,341.84996485522674,0.9709605129962116
MEATS,5,345.7563355328554,341.84996485522674,1.0114271495662812
MEATS,6,352.2997308961729,341.84996485522674,1.0305682817471449
MEATS,7,348.51612651863803,341.84996485522674,1.0195002555177515
MEATS,8,340.9802228041567,341.84996485522674,0.9974557784394146
MEATS,9,344.5450246109568,341.84996485522674,1.007883750278785
MEATS,10,357.6371536757766,341.84996485522674,1.0461816306672305
MEATS,11,336.57268075694446,341.84996485522674,0.9845625723538769
MEATS,12,348.04379683780866,341.84996485522674,1.0181185684345617
PERSONAL CARE,1,279.5273596176822,270.43251297615905,1.0336307441048145
PERSONAL CARE,2,262.63094299973733,270.43251297615905,0.9711515087791626
PERSONAL CARE,3,265.5720430107527,270.43251297615905,0.982027050253995
PERSONAL CARE,4,285.9474074074074,270.43251297615905,1.057370669896545
PERSONAL CARE,5,273.0786140979689,270.43251297615905,1.0097847004144918
PERSONAL CARE,6,262.05518518518517,270.43251297615905,0.9690224829153127
PERSONAL CARE,7,263.9689366786141,270.43251297615905,0.9760991153526175
PERSONAL CARE,8,259.77764455102584,270.43251297615905,0.9606006381855701
PERSONAL CARE,9,255.70817901234568,270.43251297615905,0.9455526489704608
PERSONAL CARE,10,253.3543906810036,270.43251297615905,0.9368488570135017
PERSONAL CARE,11,270.2489197530864,270.43251297615905,0.9993211126093821
PERSONAL CARE,12,315.0361111111111,270.43251297615905,1.1649343033649369
PET SUPPLIES,1,3.6272401433691757,3.9212633060614057,0.925018255663236
PET SUPPLIES,2,2.832019963225637,3.9212633060614057,0.722221320574918
PET SUPPLIES,3,3.8388291517323774,3.9212633060614057,0.9789776539102581
PET SUPPLIES,4,3.1640740740740743,3.9212633060614057,0.8069017117986226
PET SUPPLIES,5,3.15089605734767,3.9212633060614057,0.8035410558829553
PET SUPPLIES,6,4.099259259259259,3.9212633060614057,1.0453925021874229
PET SUPPLIES,7,4.88494623655914,3.9212633060614057,1.245758281268206
PET SUPPLIES,8,3.503863575806022,3.9212633060614057,0.8935547812843437
PET SUPPLIES,9,4.004938271604939,3.9212633060614057,1.0213387775858331
PET SUPPLIES,10,4.397252090800478,3.9212633060614057,1.1213865908987288
PET SUPPLIES,11,4.75787037037037,3.9212633060614057,1.2133514122899514
PET SUPPLIES,12,5.2330246913580245,3.9212633060614057,1.334525198363733
PLAYERS AND ELECTRONICS,1,6.066188769414576,6.186856690419636,0.9804960859701317
PLAYERS AND ELECTRONICS,2,3.9910690832676647,6.186856690419636,0.6450883353170029
PLAYERS AND ELECTRONICS,3,5.866547192353644,6.186856690419636,0.9482274256389368
PLAYERS AND ELECTRONICS,4,4.744320987654321,6.186856690419636,0.7668386751225247
PLAYERS AND ELECTRONICS,5,4.311111111111111,6.186856690419636,0.6968176776725535
PLAYERS AND ELECTRONICS,6,5.551851851851852,6.186856690419636,0.8973622842192077
PLAYERS AND ELECTRONICS,7,7.474910394265233,6.186856690419636,1.2081919411257984
PLAYERS AND ELECTRONICS,8,5.808020250466294,6.186856690419636,0.9387675424032416
PLAYERS AND ELECTRONICS,9,7.190586419753086,6.186856690419636,1.162235813686735
PLAYERS AND ELECTRONICS,10,6.9195041816009555,6.186856690419636,1.1184199873767606
PLAYERS AND ELECTRONICS,11,7.368055555555555,6.186856690419636,1.190920676563433
PLAYERS AND ELECTRONICS,12,10.189351851851852,6.186856690419636,1.6469351662258624
POULTRY,1,346.28429888978496,350.53229163060837,0.9878813083922666
POULTRY,2,347.75675414854214,350.53229163060837,0.9920819349648075
POULTRY,3,344.4725303781362,350.53229163060837,0.9827126875407588
POULTRY,4,336.1423486659259,350.53229163060837,0.9589483100180494
POULTRY,5,345.01523881146954,350.53229163060837,0.9842609284483476
POULTRY,6,343.82490146458025,350.53229163060837,0.980865129044669
POULTRY,7,343.03567950262845,350.53229163060837,0.9786136333029202
POULTRY,8,330.1996582955902,350.53229163060837,0.9419949778651356
POULTRY,9,334.7773407072531,350.53229163060837,0.9550542095563683
POULTRY,10,340.9483760244474,350.53229163060837,0.9726589651367682
POULTRY,11,387.5402381228395,350.53229163060837,1.105576425841047
POULTRY,12,422.49106488734566,350.53229163060837,1.2052842918465485
PREPARED FOODS,1,97.49372689032259,96.77020230648479,1.0074767290611453
PREPARED FOODS,2,98.35548687128973,96.77020230648479,1.0163819494743238
PREPARED FOODS,3,100.72072819008363,96.77020230648479,1.0408237844857136
PREPARED FOODS,4,95.61138107925926,96.77020230648479,0.9880250201032402
PREPARED FOODS,5,92.61293071427718,96.77020230648479,0.9570397550783148
PREPARED FOODS,6,94.31966496888889,96.77020230648479,0.9746767364417126
PREPARED FOODS,7,94.69796175842293,96.77020230648479,0.9785859644945375
PREPARED FOODS,8,93.44466876618705,96.77020230648479,0.9656347360960835
PREPARED FOODS,9,97.72640803225308,96.77020230648479,1.0098812000282882
PREPARED FOODS,10,97.3453309568399,96.77020230648479,1.0059432411697724
PREPARED FOODS,11,98.7478303859568,96.77020230648479,1.0204363330068134
PREPARED FOODS,12,101.75227208317902,96.77020230648479,1.0514835110183538
PRODUCE,1,1349.1826975149345,1349.352123212589,0.9998744392255069
PRODUCE,2,941.7946368006304,1349.352123212589,0.6979606142823341
PRODUCE,3,1333.6461076888888,1349.352123212589,0.9883603284468796
PRODUCE,4,913.45725356,1349.352123212589,0.6769598815950325
PRODUCE,5,953.4207108035843,1349.352123212589,0.7065766558647745
PRODUCE,6,1356.7619733925924,1349.352123212589,1.0054914132882984
PRODUCE,7,1723.0559084681004,1349.352123212589,1.2769505296851522
PRODUCE,8,1188.9335444369838,1349.352123212589,0.8811143688767654
PRODUCE,9,1608.2921009675927,1349.352123212589,1.1918994851681186
PRODUCE,10,1594.2983884109917,1349.352123212589,1.1815287951785522
PRODUCE,11,1633.2075904737655,1349.352123212589,1.2103642647297745
PRODUCE,12,1802.966508765432,1349.352123212589,1.3361719878372893
SCHOOL AND OFFICE SUPPLIES,1,0.9371565113500597,2.9615993665874902,0.3164359507646372
SCHOOL AND OFFICE SUPPLIES,2,0.604675597583399,2.9615993665874902,0.20417197694100597
SCHOOL AND OFFICE SUPPLIES,3,1.636678614097969,2.9615993665874902,0.5526333617446156
SCHOOL AND OFFICE SUPPLIES,4,4.64679012345679,2.9615993665874902,1.569013748409551
SCHOOL AND OFFICE SUPPLIES,5,2.399641577060932,2.9615993665874902,0.8102519213548875
SCHOOL AND OFFICE SUPPLIES,6,0.8654320987654321,2.9615993665874902,0.2922178159980593
SCHOOL AND OFFICE SUPPLIES,7,1.6781362007168459,2.9615993665874902,0.5666317394747697
SCHOOL AND OFFICE SUPPLIES,8,11.128563815614175,2.9615993665874902,3.7576195960755787
SCHOOL AND OFFICE SUPPLIES,9,8.89537037037037,2.9615993665874902,3.003569784194032
SCHOOL AND OFFICE SUPPLIES,10,1.3561827956989247,2.9615993665874902,0.4579224357619949
