store_nbr,Month,Average_Sales,Store_Average_Sales,Seasonal_Index
6,12,543.8269471674242,453.17210100507447,1.2000450732983994
7,1,480.85171187429125,484.9933344664759,0.9914604546127614
7,2,432.57644840275094,484.9933344664759,0.8919224609109588
7,3,485.2838998682307,484.9933344664759,1.0005991121549629
7,4,451.37391290989905,484.9933344664759,0.9306806523566754
7,5,447.46674203147603,484.9933344664759,0.9226245192085339
7,6,492.82812659474746,484.9933344664759,1.016154432590069
7,7,493.2537944328446,484.9933344664759,1.017032110297878
7,8,426.51688387769786,484.9933344664759,0.8794283417253437
7,9,533.982508169697,484.9933344664759,1.1010099937911773
7,10,521.2604055943305,484.9933344664759,1.0747784939513667
7,11,531.6710379239898,484.9933344664759,1.0962440102581255
7,12,556.1827036255052,484.9933344664759,1.1467842217611963
8,1,543.2941479026392,548.7347392214605,0.9900852070591698
8,2,478.6733501369009,548.7347392214605,0.8723219361253455
8,3,544.2895142441838,548.7347392214605,0.9918991369425899
8,4,513.679266789697,548.7347392214605,0.936115813477565
8,5,504.94081337438905,548.7347392214605,0.9201910819256571
8,6,536.6247435541414,548.7347392214605,0.9779310570267511
8,7,569.2186218901271,548.7347392214605,1.037329298119031
8,8,498.1604442692392,548.7347392214605,0.9078347125899563
8,9,577.7709773116162,548.7347392214605,1.052914889498981
8,10,577.4023888961387,548.7347392214605,1.0522431835012882
8,11,595.1315496747475,548.7347392214605,1.0845523476773393
8,12,686.4172967866161,548.7347392214605,1.2509091328179776
9,1,441.08929482995114,475.22927130197763,0.9281610402943115
9,2,431.6021783334838,475.22927130197763,0.9081977992454685
9,3,470.4893739545455,475.22927130197763,0.9900260829168912
9,4,484.144457059798,475.22927130197763,1.0187597572291698
9,5,455.41808851962855,475.22927130197763,0.9583123684109931
9,6,458.7893434317778,475.22927130197763,0.965406323088728
9,7,474.5297191088563,475.22927130197763,0.9985279690554313
9,8,447.4562578681055,475.22927130197763,0.9415587062686966
9,9,496.45984748358586,475.22927130197763,1.0446743865828028
9,10,489.7131266062072,475.22927130197763,1.0304776161294702
9,11,494.6393184359849,475.22927130197763,1.0408435429089413
9,12,589.173036304798,475.22927130197763,1.23976588119383
10,1,161.98139683831866,172.9990955132621,0.9363135475231498
10,2,157.38148178207607,172.9990955132621,0.9097243041366723
10,3,167.7482084351906,172.9990955132621,0.9696478928835269
10,4,174.1789364781818,172.9990955132621,1.0068199256268902
10,5,169.8738669638319,172.9990955132621,0.9819350006417193
10,6,169.12313695474745,172.9990955132621,0.977595498132431
10,7,171.86697417966764,172.9990955132621,0.9934559118344773
10,8,168.06083194048398,172.9990955132621,0.9714549746163295
10,9,179.5359659111111,172.9990955132621,1.0377855755745722
10,10,170.99509895967742,172.9990955132621,0.988416144329315
10,11,174.32617275757573,172.9990955132621,1.0076710068360555
10,12,221.15960960429294,172.9990955132621,1.2783859299850435
11,1,466.1722565618768,509.70917874821856,0.9145847789257731
11,2,489.97848297764887,509.70917874821856,0.9612902874948696
11,3,503.31459420215054,509.70917874821856,0.987454444980229
11,4,500.327382399596,509.70917874821856,0.9815938249892555
11,5,495.0212730242425,509.70917874821856,0.9711837527429902
11,6,488.6802885618182,509.70917874821856,0.9587433558915994
11,7,517.1016915202346,509.70917874821856,1.0145033934648207
11,8,504.2560089740571,509.70917874821856,0.9893014095065862
11,9,510.9806135141414,509.70917874821856,1.0024944317640998
11,10,512.0343836500489,509.70917874821856,1.0045618266234497
11,11,523.4647121858586,509.70917874821856,1.026987023210808
11,12,633.7110915926767,509.70917874821856,1.2432797328645153
12,1,186.77340383792767,191.8091477225221,0.9737460702766934
12,2,181.4127140070922,191.8091477225221,0.9457980297661832
12,3,191.93046740762463,191.8091477225221,1.0006325020810687
12,4,162.14382544363636,191.8091477225221,0.8453393770259557
12,5,167.33357767839686,191.8091477225221,0.8723962316983314
12,6,197.83654058222223,191.8091477225221,1.0314239072081148
12,7,197.74934953313783,191.8091477225221,1.0309693353062026
12,8,186.83473707804666,191.8091477225221,0.9740658320860087
12,9,199.33337777121213,191.8091477225221,1.039227691369417
12,10,204.82723143401762,191.8091477225221,1.067869983606454
12,11,206.60745909621212,191.8091477225221,1.0771512284445253
12,12,233.84914874368687,191.8091477225221,1.2191762046822778
13,1,175.90469409462366,189.3587745256604,0.9289492632979965
13,2,171.71431520696325,189.3587745256604,0.9068199540111297
13,3,184.49198585571847,189.3587745256604,0.9742985838277992
13,4,203.00744337656565,189.3587745256604,1.0720783543571977
13,5,199.26285781231672,189.3587745256604,1.0523032709282463
13,6,180.58194989131312,189.3587745256604,0.953649760058212
13,7,185.7367806686217,189.3587745256604,0.9808723209890234
13,8,179.3816745408764,189.3587745256604,0.9473111293111374
13,9,188.33095225202018,189.3587745256604,0.9945720905925015
13,10,189.30108698998046,189.3587745256604,0.9996953532476937
13,11,192.92230502853536,189.3587745256604,1.0188189351763683
13,12,228.6320090699495,189.3587745256604,1.2074011866768133
14,1,200.96734117986315,204.92188059126897,0.9807022100324493
14,2,192.08812343756716,204.92188059126897,0.9373724410654827
14,3,203.68742036422287,204.92188059126897,0.9939759472073736
14,4,204.19533054808082,204.92188059126897,0.9964545023640627
14,5,206.72253445904204,204.92188059126897,1.0087870258782399
14,6,203.74807330989898,204.92188059126897,0.9942719280245567
14,7,212.50314979569893,204.92188059126897,1.0369958990350636
14,8,161.4499350473076,204.92188059126897,0.7878608891420961
14,9,197.46450973510102,204.92188059126897,0.9636087135514718
14,10,213.4877426512708,204.92188059126897,1.0418006219506009
14,11,215.72374903333332,204.92188059126897,1.052712128206599
14,12,255.12024767449495,204.92188059126897,1.2449634316178766
15,1,194.3526843030303,206.0618660952998,0.9431763770068247
15,2,184.86833813453686,206.0618660952998,0.8971496844012792
15,3,199.99941541192572,206.0618660952998,0.9705794633512137
15,4,204.2884739769697,206.0618660952998,0.9913938849922386
15,5,203.5652599722385,206.0618660952998,0.987884191430613
15,6,208.04360122242426,206.0618660952998,1.0096171851914024
15,7,211.35389802697946,206.0618660952998,1.0256817626276966
15,8,200.717003705472,206.0618660952998,0.9740618558343255
15,9,218.22796490429292,206.0618660952998,1.0590410008388769
15,10,211.9318997927664,206.0618660952998,1.0284867540447868
15,11,208.96129143560606,206.0618660952998,1.0140706545817912
15,12,235.10800626464646,206.0618660952998,1.1409583477027883
16,1,186.58360472825026,197.69690770080615,0.9437861567901976
16,2,176.30546109638942,197.69690770080615,0.8917967566959091
16,3,192.1085282971652,197.69690770080615,0.9717325907186248
16,4,187.95839747878787,197.69690770080615,0.9507401995545802
16,5,196.7192428739003,197.69690770080615,0.9950547287852097
16,6,204.30184908363637,197.69690770080615,1.033409431941273
16,7,214.91769111006843,197.69690770080615,1.0871069942850302
16,8,188.64000719359058,197.69690770080615,0.9541879505726905
16,9,205.19517399520203,197.69690770080615,1.0379280909428474
16,10,197.23105082617303,197.69690770080615,0.9976435803672855
16,11,201.51628359343434,197.69690770080615,1.0193193507022802
16,12,226.99578308131314,197.69690770080615,1.1482009795765131
17,1,301.1342147192571,324.4614059267437,0.9281048815625444
17,2,292.4722325035461,324.4614059267437,0.9014083868254579
17,3,316.0829835650049,324.4614059267437,0.9741774454258808
17,4,330.5967114078788,324.4614059267437,1.0189091995814143
17,5,323.4105565384164,324.4614059267437,0.9967612499695433
17,6,327.8061186020202,324.4614059267437,1.0103085070032387
17,7,337.1717131515151,324.4614059267437,1.039173556523518
17,8,307.4377021800741,324.4614059267437,0.9475324231612522
17,9,337.5227648752525,324.4614059267437,1.0402555086981833
17,10,332.8487541681329,324.4614059267437,1.0258500644088404
17,11,336.56703916338387,324.4614059267437,1.0373099327547552
17,12,361.97681796363634,324.4614059267437,1.1156236499984926
18,1,246.97764631679377,238.598137369616,1.0351197584338092
18,2,222.40112355125726,238.598137369616,0.932115925141244
18,3,260.9554118553275,238.598137369616,1.0937026362912359
18,4,269.7128371809091,238.598137369616,1.1304062980302854
18,5,251.77600410903224,238.598137369616,1.0552303839614732
18,6,257.01960176238384,238.598137369616,1.0772070754443102
18,7,255.9636218436559,238.598137369616,1.0727813077900887
18,8,198.82487224172664,238.598137369616,0.8333043771155849
18,9,206.66090857959597,238.598137369616,0.866146361651828
18,10,189.97980158804987,238.598137369616,0.796233380874006
18,11,190.95910654305555,238.598137369616,0.8003377924415138
18,12,292.4418214635859,238.598137369616,1.2256668249281417
19,1,214.4566874907136,234.82166984691932,0.913274688960854
19,2,233.8188142630561,234.82166984691932,0.9957292885936934
19,3,227.21320096402738,234.82166984691932,0.9675989490754754
19,4,229.25090742828283,234.82166984691932,0.9762766254823583
19,5,226.1768834508309,234.82166984691932,0.9631857383446597
19,6,221.7800553539394,234.82166984691932,0.9444616227221202
19,7,233.01622639139785,234.82166984691932,0.9923114274048965
19,8,221.65483432417702,234.82166984691932,0.9439283626109729
19,9,238.58973333914142,234.82166984691932,1.0160464896390462
19,10,241.5427793406647,234.82166984691932,1.028622185925715
19,11,250.40922423838384,234.82166984691932,1.0663803915610772
19,12,297.84690449292924,234.82166984691932,1.2683961607423038
20,1,167.78053119128055,232.50836019635966,0.7216107457365633
20,2,220.1900976078874,232.50836019635966,0.9470201304672694
20,3,232.95211829247313,232.50836019635966,1.0019085683445477
20,4,285.8851551441818,232.50836019635966,1.2295693578619882
20,5,255.9813554686217,232.50836019635966,1.1009554893098832
20,6,266.91951416058583,232.50836019635966,1.1479996415404805
20,7,265.09563204606064,232.50836019635966,1.1401552693510897
20,8,226.29249055129716,232.50836019635966,0.9732660380907894
20,9,208.03397902646464,232.50836019635966,0.8947376294373857
20,10,207.72371875347017,232.50836019635966,0.8934032246326189
20,11,200.44141488406567,232.50836019635966,0.862082613781231
20,12,237.22196746800503,232.50836019635966,1.0202728506951948
21,1,141.44364555640274,166.54980764071834,0.8492573336471533
21,2,141.08770534794755,166.54980764071834,0.8471201939320296
21,3,135.56360257947213,166.54980764071834,0.8139523215296067
21,4,156.15024424040402,166.54980764071834,0.9375588387183954
21,5,149.04448759002932,166.54980764071834,0.8948943844567414
21,6,136.58545108666667,166.54980764071834,0.8200877144290022
21,7,184.88857733958943,166.54980764071834,1.1101098221526111
21,8,227.9184611050796,166.54980764071834,1.368470275250908
21,9,183.13446817449494,166.54980764071834,1.099577782578729
21,10,177.79110948069405,166.54980764071834,1.0674951355346232
21,11,177.5275760169192,166.54980764071834,1.0659128253085834
21,12,208.03498180429293,166.54980764071834,1.2490856924498317
22,1,67.03192043284457,73.60184518822429,0.9107369558660079
22,2,68.07371738426822,73.60184518822429,0.9248914508893247
22,3,71.49213527683284,73.60184518822429,0.9713361817764729
22,4,80.38637393474747,73.60184518822429,1.092178786131963
22,5,76.15116930009775,73.60184518822429,1.0346366875090427
22,6,70.8270238369697,73.60184518822429,0.9622995681132932
22,7,76.10013468328445,73.60184518822429,1.0339432997728686
22,8,60.20993917091781,73.60184518822429,0.8180493167928203
22,9,43.06188661060606,73.60184518822429,0.5850653132470056
22,10,87.79869135092864,73.60184518822429,1.192887095784057
22,11,86.12878132525253,73.60184518822429,1.1701986696799886
22,12,98.63186085858585,73.60184518822429,1.3400732088489293
23,1,208.713113118651,209.66279196193585,0.9954704464516657
23,2,195.19767697468302,209.66279196193585,0.9310077155231293
23,3,211.24225413431085,209.66279196193585,1.0075333451281225
23,4,196.7997813470707,209.66279196193585,0.9386490540620082
23,5,197.80543527165202,209.66279196193585,0.9434455843150437
23,6,207.37071433498988,209.66279196193585,0.9890677902097093
23,7,213.8508819918475,209.66279196193585,1.019975361344382
23,8,187.47734355352083,209.66279196193585,0.8941850950241911
23,9,215.09999308244952,209.66279196193585,1.0259330760104577
23,10,217.34269261287878,209.66279196193585,1.0366297738338675
23,11,217.60654868169192,209.66279196193585,1.0378882521091213
23,12,259.0771175706313,209.66279196193585,1.2356847638357624
24,1,430.3294744475074,427.6925916237134,1.006165369415877
24,2,397.8277639415431,427.6925916237134,0.9301722118477901
24,3,435.9483611034213,427.6925916237134,1.019303045321326
24,4,365.33557932535354,427.6925916237134,0.8542013270287788
24,5,356.98141170381234,427.6925916237134,0.8346682142623757
24,6,386.2636931383838,427.6925916237134,0.9031339347542897
24,7,405.6087301911046,427.6925916237134,0.9483651064687174
24,8,430.52278804643555,427.6925916237134,1.0066173613435236
24,9,451.1395121419192,427.6925916237134,1.054821900068904
24,10,445.83119940420335,427.6925916237134,1.0424103857203317
24,11,471.87720357247474,427.6925916237134,1.1033092759007508
24,12,608.6536671217171,427.6925916237134,1.4231101474332164
25,1,214.64766256832846,205.5171286362647,1.0444271190077956
25,2,271.36477097227595,205.5171286362647,1.320399777736054
25,3,279.73524570498535,205.5171286362647,1.361128620087311
25,4,226.34584214767676,205.5171286362647,1.1013478226833144
25,5,163.0901345527859,205.5171286362647,0.7935598148679454
25,6,152.40524573454547,205.5171286362647,0.7415695555200195
25,7,190.58642599198436,205.5171286362647,0.9273505680847386
25,8,184.39625180379335,205.5171286362647,0.8972305764846871
25,9,106.15321234924242,205.5171286362647,0.5165175917629625
25,10,155.973023214565,205.5171286362647,0.7589295561374569
25,11,186.88806489444443,205.5171286362647,0.9093551770334871
25,12,328.58203265555557,205.5171286362647,1.5988060695276538
26,1,134.20001358258065,139.55088699101705,0.9616564715294083
26,2,121.96709895069847,139.55088699101705,0.8739973036398511
26,3,136.06486911550343,139.55088699101705,0.9750197368810847
26,4,120.50304343117173,139.55088699101705,0.8635061089860974
26,5,128.11495597225806,139.55088699101705,0.9180518930023345
26,6,134.85646253452526,139.55088699101705,0.9663604828481386
26,7,140.48588406934508,139.55088699101705,1.0067000439659564
26,8,125.26625679921518,139.55088699101705,0.897638556803144
26,9,126.58444772224748,139.55088699101705,0.9070845083943878
26,10,124.7904183889785,139.55088699101705,0.8942287725982803
26,11,140.71049169388888,139.55088699101705,1.0083095473477461
26,12,258.4733793004798,139.55088699101705,1.8521801249254535
27,1,329.13582620684264,345.2821813419384,0.9532372186935828
27,2,306.33414393788956,345.2821813419384,0.8871993994805137
27,3,329.20401361753665,345.2821813419384,0.9534347018374537
27,4,314.6270061716162,345.2821813419384,0.9112170368850749
27,5,338.00366158631476,345.2821813419384,0.9789200829091855
27,6,353.3543291919192,345.2821813419384,1.0233784084038406
27,7,380.97452719374394,345.2821813419384,1.103371525611566
27,8,345.0117929023327,345.2821813419384,0.9992169058983732
27,9,347.0892500645202,345.2821813419384,1.005233599705489
27,10,347.47441865498536,345.2821813419384,1.0063491180011863
27,11,366.86596113265153,345.2821813419384,1.062510552113717
27,12,398.85409896717175,345.2821813419384,1.1551540175546453
28,1,295.8700100874487,330.7988705449849,0.8944105812695444
28,2,287.53603265183756,330.7988705449849,0.8692170930877949
28,3,314.1753712377322,330.7988705449849,0.9497474121363662
28,4,316.07461682,330.7988705449849,0.9554888029069539
28,5,330.9026488629521,330.7988705449849,1.000313720291113
28,6,335.6447781670707,330.7988705449849,1.0146491057061418
28,7,358.9092149843793,330.7988705449849,1.084977147573337
28,8,340.3568144974493,330.7988705449849,1.028893520515103
28,9,336.874118397399,330.7988705449849,1.0183653826943402
28,10,327.11494969403714,330.7988705449849,0.9888635627900465
28,11,333.4269042436869,330.7988705449849,1.0079445062625891
28,12,408.15801208257574,330.7988705449849,1.2338555189446176
29,1,134.07501035640274,175.00103822219822,0.7661383710545087
29,2,135.57909261336772,175.00103822219822,0.774733075818804
29,3,160.12835951221896,175.00103822219822,0.9150137687120721
29,4,198.11836970181818,175.00103822219822,1.13209825332732
29,5,196.02837439022483,175.00103822219822,1.1201554938281468
29,6,194.6619860830303,175.00103822219822,1.112347606966015
29,7,206.72234117321602,175.00103822219822,1.1812635129098
29,8,190.2035197237846,175.00103822219822,1.086870807487918
29,9,167.472126775,175.00103822219822,0.9569779041102671
29,10,158.5347639386608,175.00103822219822,0.9059075623161147
29,11,156.8805972159091,175.00103822219822,0.8964552371210411
29,12,196.84360707575757,175.00103822219822,1.1248139386797575
30,1,123.99666927624632,132.83800590158714,0.9334427179530916
30,2,117.42796029959166,132.83800590158714,0.8839936997141316
30,3,125.15524884086022,132.83800590158714,0.9421644655941412
30,4,118.73504670666667,132.83800590158714,0.8938334018250121
30,5,135.58049329032258,132.83800590158714,1.020645351984335
30,6,136.48186687272727,132.83800590158714,1.0274308617207013
30,7,134.2138944115347,132.83800590158714,1.0103576420062108
30,8,135.82552365184216,132.83800590158714,1.0224899322296988
30,9,136.21802020631313,132.83800590158714,1.0254446329707032
30,10,130.69843965102638,132.83800590158714,0.9838934178811307
30,11,134.50274219040406,132.83800590158714,1.0125320782822518
30,12,173.74832754368686,132.83800590158714,1.3079715128545972
31,1,295.6124619057673,319.3491812694702,0.9256715822181063
31,2,279.04364315968195,319.3491812694702,0.8737885033881517
31,3,307.5332865049853,319.3491812694702,0.963000078104116
31,4,290.48024402969696,319.3491812694702,0.909600716291133
31,5,308.5124748273705,319.3491812694702,0.9660662776744194
31,6,313.05461225070707,319.3491812694702,0.9802893841977578
31,7,338.63400719257083,319.3491812694702,1.0603878984328063
31,8,316.4142668574231,319.3491812694702,0.9908097011541402
31,9,311.27651161363633,319.3491812694702,0.9747214956877498
31,10,313.4179078907624,319.3491812694702,0.9814269967590651
31,11,321.26343509318184,319.3491812694702,1.0059942343240154
31,12,461.35955114166666,319.3491812694702,1.4446868136867608
32,1,94.72435694887585,107.10062617058051,0.884442606320594
32,2,99.55609804298302,107.10062617058051,0.9295566384870503
32,3,111.39212333939395,107.10062617058051,1.0400697673044257
32,4,112.35444812121213,107.10062617058051,1.049055006851816
32,5,111.90416709990225,107.10062617058051,1.0448507268451548
32,6,100.08481266484849,107.10062617058051,0.9344932540865087
32,7,109.96346000703812,107.10062617058051,1.02673031838206
32,8,105.76455569609767,107.10062617058051,0.9875250918481573
32,9,106.42656261944444,107.10062617058051,0.993706259475435
32,10,99.25291647678398,107.10062617058051,0.9267258280890217
32,11,103.2562017699495,107.10062617058051,0.9641045571992459
32,12,132.88376892853535,107.10062617058051,1.240737553829888
33,1,243.91921907116324,255.13750258131793,0.9560304408538326
33,2,225.7782172477971,255.13750258131793,0.8849275977209059
33,3,245.0524331943304,255.13750258131793,0.9604720227918152
33,4,230.0309696410101,255.13750258131793,0.9015960700159874
33,5,237.0846873163245,255.13750258131793,0.9292428001279835
33,6,251.50594727858586,255.13750258131793,0.9857662818441416
33,7,271.8247493820137,255.13750258131793,1.065404915513654
33,8,251.28557009570522,255.13750258131793,0.9849025233584192
33,9,263.2930865833333,255.13750258131793,1.0319654457674878
33,10,254.1424083396872,255.13750258131793,0.9960997727438616
33,11,265.067969979798,255.13750258131793,1.0389220216471902
33,12,342.2419976888889,255.13750258131793,1.3414021624665267
34,1,280.0095043976539,307.5421823787159,0.9104751167202245
34,2,288.52466778143133,307.5421823787159,0.9381629067915442
34,3,316.2102964656891,307.5421823787159,1.0281851225088177
34,4,301.001235829899,307.5421823787159,0.9787315466833677
34,5,284.84683557908113,307.5421823787159,0.9262041173536087
34,6,283.98004290484846,307.5421823787159,0.9233856660194588
34,7,307.0595024475073,307.5421823787159,0.9984305244650499
34,8,306.3581373363854,307.5421823787159,0.9961499751573187
34,9,313.21248935,307.5421823787159,1.01843749344375
34,10,319.6842158044966,307.5421823787159,1.0394808716380528
34,11,306.2833369010101,307.5421823787159,0.995906755073502
34,12,406.2349219232323,307.5421823787159,1.3209079768543213
35,1,126.9644490994135,138.1393403453106,0.9191042087072161
35,2,141.05116400945627,138.1393403453106,1.0210788878596562
35,3,145.81412183284456,138.1393403453106,1.0555582607268077
35,4,133.48532480424242,138.1393403453106,0.96630926766094
35,5,128.48866968836754,138.1393403453106,0.9301381443344162
35,6,123.65388970547475,138.1393403453106,0.8951388460113813
35,7,135.20889126842619,138.1393403453106,0.9787862815215486
35,8,135.39506584521473,138.1393403453106,0.9801340118373526
35,9,132.19329848434344,138.1393403453106,0.9569562020051372
35,10,137.24936119745846,138.1393403453106,0.9935573809341537
35,11,138.87101162954545,138.1393403453106,1.0052966177658433
35,12,188.72666868560606,138.1393403453106,1.3662050811437276
36,1,235.27263674916912,275.722145983193,0.85329611776455
36,2,242.6391320212766,275.722145983193,0.8800132145934588
36,3,255.0323552001955,275.722145983193,0.9249614472960809
36,4,245.3335466278788,275.722145983193,0.8897854242104782
36,5,268.74352689325514,275.722145983193,0.9746896678717883
36,6,269.05915994525253,275.722145983193,0.975834418326533
36,7,287.08536086099707,275.722145983193,1.0412125577990268
36,8,279.9972247569217,275.722145983193,1.0155050250261337
36,9,309.64033210555556,275.722145983193,1.1230158208779866
36,10,315.65840199877806,275.722145983193,1.144842395133612
36,11,268.87157472550507,275.722145983193,0.9751540768215785
36,12,360.9302830989899,275.722145983193,1.3090362466604002
37,1,359.229104171652,359.3650690001872,0.9996216526305313
37,2,323.0190875082312,359.3650690001872,0.8988605609524697
37,3,364.5958981063539,359.3650690001872,1.0145557527912208
37,4,325.59824102787877,359.3650690001872,0.9060375342927645
37,5,330.94506596363635,359.3650690001872,0.9209160670077925
37,6,361.28132088646464,359.3650690001872,1.0053323265157874
37,7,396.51485197546435,359.3650690001872,1.1033761658544998
37,8,309.74417917440593,359.3650690001872,0.8619206647884984
37,9,363.2270785107323,359.3650690001872,1.0107467582235798
37,10,371.0842028358016,359.3650690001872,1.0326106648824243
37,11,383.14655780808084,359.3650690001872,1.0661764062769308
37,12,441.75224601426766,359.3650690001872,1.2292576104942396
38,1,334.5656513860215,339.3795303485496,0.9858156472855503
38,2,296.3681158452611,339.3795303485496,0.8732645588285336
38,3,340.48579304095796,339.3795303485496,1.0032596623941112
38,4,307.85028813549496,339.3795303485496,0.9070973957071793
38,5,311.07512331454546,339.3795303485496,0.9165995456327759
38,6,329.34954039757577,339.3795303485496,0.9704460963197372
38,7,359.82060860639297,339.3795303485496,1.060230734118967
38,8,311.6552105763026,339.3795303485496,0.918308803881679
38,9,346.8782535239899,339.3795303485496,1.0220953902780727
38,10,348.89994597825023,339.3795303485496,1.0280524155947854
38,11,362.2155971719697,339.3795303485496,1.067287696461737
38,12,448.7542375330303,339.3795303485496,1.3222784446432305
39,1,347.58679721345067,364.4315938519398,0.9537778915915485
39,2,324.2653604417795,364.4315938519398,0.8897838878742249
39,3,357.41396272701854,364.4315938519398,0.9807436258455342
39,4,366.1012669747475,364.4315938519398,1.004581581704154
39,5,356.4092359327468,364.4315938519398,0.9779866563313051
39,6,362.34965710533334,364.4315938519398,0.9942871672441981
39,7,388.6460441645748,364.4315938519398,1.0664444321544546
39,8,329.23565468925227,364.4315938519398,0.90342237128599
39,9,364.48520457141416,364.4315938519398,1.000147107771057
39,10,384.0672362950391,364.4315938519398,1.053880187048428
39,11,373.2375818706818,364.4315938519398,1.0241636240306862
39,12,433.66863109219696,364.4315938519398,1.1899863744206178
40,1,296.6731147394917,331.02564971510833,0.896223948188965
40,2,293.4698228605201,331.02564971510833,0.8865470790951999
40,3,319.05177812160315,331.02564971510833,0.9638279643773517
40,4,313.2145623086869,331.02564971510833,0.9461942377524211
40,5,327.780189828348,331.02564971510833,0.9901957449836486
40,6,336.71896607535353,331.02564971510833,1.0171990187622775
40,7,368.1162932524927,331.02564971510833,1.1120476421368126
40,8,342.50814235055594,331.02564971510833,1.0346876220780168
40,9,335.3706737035353,331.02564971510833,1.0131259435399234
40,10,316.17094916422286,331.02564971510833,0.9551252280188259
40,11,333.72089342651515,331.02564971510833,1.0081420993017502
40,12,401.43157524671716,331.02564971510833,1.2126902419561822
41,1,249.16608399032256,269.7588558731807,0.9236622952888737
41,2,232.70823902452184,269.7588558731807,0.8626528247655486
41,3,257.10923367223853,269.7588558731807,0.9531076666232264
41,4,235.08678259016162,269.7588558731807,0.8714701203384434
